LASTNAME,FIRSTNAME,MIDDLENAME,SUFFIX,BIRTHDATE,SEX,CITY,POSITION,BARANGAY
BACAY,MARIO,E,,,,ROXAS,Sangguniang Barangay Member,Bagumbayan
GADO,DANTE,L,,,,ROXAS,Sangguniang Barangay Member,Bagumbayan
FALLARIA,ROB WILLIAM,M,,,,ROXAS,Sangguniang Barangay Member,Bagumbayan
GUNTAN,RODEL,Q,,,,ROXAS,Sangguniang Barangay Member,Bagumbayan
AGONCILLO,REYNANTE,B,,,,ROXAS,Sangguniang Barangay Member,Bagumbayan
SANZ,SHEIKINAH GRACE,CADANGAN,,,,ROXAS,SK Chairperson,Bagumbayan
Famisaran,Keziah,Fetalco,,,,ROXAS,SK Member,Bagumbayan
MOROTA,JOHN JAY,AGAPOR,,,,ROXAS,SK Member,Bagumbayan
GAA,AICELLE KAYE,ENERA,,,,ROXAS,SK Member,Bagumbayan
FETALSANA,LYHNSEL MAE,MENES,,,,ROXAS,SK Member,Bagumbayan
LOTO,JEREMIAH,MORTEL,,,,ROXAS,SK Member,Bagumbayan
FERRERA,MICHAEL,DAVID,JR.,,,ROXAS,SK Member,Bagumbayan
VILLANUEVA,JHON RENZ O'NIEL,FABILITANTE,,,,ROXAS,SK Member,Bagumbayan
MENDOZA,MELISANDY,F,,,,ROXAS,Barangay Treasurer,Bagumbayan
CASTILLO,DENA,F,,,,ROXAS,Barangay Secretary,Bagumbayan
MANZANO,PRUDENCIO,M,,,,ROXAS,Barangay Tanod,Bagumbayan
LEGASPI,DENNIS,A,,,,ROXAS,Barangay Tanod,Bagumbayan
NARCISO,MARIO,G,,,,ROXAS,Barangay Tanod,Bagumbayan
GONZALES,FRED,F,SR,,,ROXAS,Barangay Tanod,Bagumbayan
MONTILLA,JERRY,T,,,,ROXAS,Barangay Tanod,Bagumbayan
GALLANO,RETCHELDA,F,,,,ROXAS,Barangay Tanod,Bagumbayan
CLACITE,AMALIA,L,,,,ROXAS,Barangay Tanod,Bagumbayan
GENTILOSO,ROMULO,G,,,,ROXAS,Barangay Tanod,Bagumbayan
FAMINI,EDISON,F,,,,ROXAS,Barangay Tanod,Bagumbayan
FABIAN,MICHAEL,P,,,,ROXAS,Barangay Tanod,Bagumbayan
FAJICULAY,JOHN CHRISTOPHER,C,,,,ROXAS,Barangay Tanod,Bagumbayan
SANZ,BETTY,GUSI,,,,ROXAS,Day Care Worker,Bagumbayan
CASUYON,MARILYN,MARCIANO,,,,ROXAS,Day Care Worker,Bagumbayan
FETALCO,JOSIELN,CESAR,,,,ROXAS,Day Care Worker,Bagumbayan
GADON,IRENE,IGNACIO,,,,ROXAS,Day Care Worker,Bagumbayan
DELA CRUZ,VIRGIE,DALIDA,,,,ROXAS,Lupon Member,Bagumbayan
ROTAS,ROBERTO,JUANO,,,,ROXAS,Lupon Member,Bagumbayan
MILITAR,MALTHIE,GABILO,,,,ROXAS,Lupon Member,Bagumbayan
YASAY,WILFREDO,AZURIN,,,,ROXAS,Lupon Member,Bagumbayan
CRUZ,RENATO,VILLAMIN,,,,ROXAS,Lupon Member,Bagumbayan
FOYO,LOUIE,FORMELOS,,,,ROXAS,Lupon Member,Bagumbayan
DEQUINA,ROCHEL,MADRONA,,,,ROXAS,Barangay Health Worker,Bagumbayan
BAUTISTA,GRACE,MENEQUE,,,,ROXAS,Barangay Health Worker,Bagumbayan
FIESTADA,JENIFER,DELA CRUZ,,,,ROXAS,Barangay Health Worker,Bagumbayan
MORATIN,LEONILYN,ORIENDO,,,,ROXAS,Barangay Health Worker,Bagumbayan
MOAJE,MARICEL,EUGENIO,,,,ROXAS,Barangay Health Worker,Bagumbayan
MANRIQUE,EMELITA,MENDEZ,,,,ROXAS,Barangay Health Worker,Bagumbayan
FAJILAN,JESSIELYN,FERNANDO,,,,ROXAS,Barangay Health Worker,Bagumbayan
FAJICULAY,EDEN,GALINDEZ,,,,ROXAS,Barangay Health Worker,Bagumbayan
SALVACION,SHIRLEY,GALINDEZ,,,,ROXAS,Barangay Health Worker,Bagumbayan
PAPA,SHIRLEY,FABRIQUIER,,,,ROXAS,Barangay Health Worker,Bagumbayan
CALLORA,JOY,ACOSTA,,,,ROXAS,Barangay Health Worker,Bagumbayan
GUSI,ROWENA,DE TORRES,,,,ROXAS,Barangay Health Worker,Bagumbayan
FABELLA,LEMUEL,FADRI,,,,ROXAS,Punong Barangay,Cantil
DEL SOL,ANGELICA,IBABAO,,,,ROXAS,Sangguniang Barangay Member,Cantil
SALIBIO,ELMER,P,,,,ROXAS,Sangguniang Barangay Member,Cantil
FAJILAN,JENNIFER,S,,,,ROXAS,Sangguniang Barangay Member,Cantil
GREGORIO,ROSITA,J,,,,ROXAS,Sangguniang Barangay Member,Cantil
JAVIER,RICHARD,S,,,,ROXAS,Sangguniang Barangay Member,Cantil
JUNTILLA,PETRONIO,A,,,,ROXAS,Sangguniang Barangay Member,Cantil
TIBIO,ELBERT,GABUCO,,,,ROXAS,Sangguniang Barangay Member,Cantil
GABAYNO,JOHN PHILIP,GREGORIO,,,,ROXAS,SK Chairperson,Cantil
DEL SOL,AELAICA,IBABAO,,,,ROXAS,SK Member,Cantil
ANTONICO,DARYLLE KIM,ROMARATE,,,,ROXAS,SK Member,Cantil
ALCORAN,ANDREI,MINGO,,,,ROXAS,SK Member,Cantil
FAJUTNAO,LEXTER,TIBIO,,,,ROXAS,SK Member,Cantil
FRANCISCO,JONATHAN,RECTO,,,,ROXAS,SK Member,Cantil
CLAUD,ELAINE,MARIANO,,,,ROXAS,SK Member,Cantil
PANOY,LAI-MING,GABAYNO,,,,ROXAS,SK Member,Cantil
MONTAÑO,MARY JEAN,CLEMENTE,,,,ROXAS,Barangay Treasurer,Cantil
DE JESUS,CEASAR,MONTAÑO,,,,ROXAS,Barangay Secretary,Cantil
TUPAS,LEONITO,S,,,,ROXAS,Punong Barangay,Dangay
SANTUYO,MIKE,M,,,,ROXAS,Sangguniang Barangay Member,Dangay
GUSI,GIL,L,,,,ROXAS,Sangguniang Barangay Member,Dangay
GADON,ANGEL,B,,,,ROXAS,Sangguniang Barangay Member,Dangay
FORCA,EDDIE,T,,,,ROXAS,Sangguniang Barangay Member,Dangay
GADON,RUBEN,G,SR,,,ROXAS,Sangguniang Barangay Member,Dangay
ABELLO,RONELO,F,JR,,,ROXAS,Sangguniang Barangay Member,Dangay
TAYTAY,DOMINGUITO,I,JR,,,ROXAS,Sangguniang Barangay Member,Dangay
RAYA,JUBILEE ANNE,ESTRADA,,,,ROXAS,SK Chairperson,Dangay
Depuno,Dwight David,Daguno,,,,ROXAS,SK Member,Dangay
Apalla,Roy,Brillo,Jr.,,,ROXAS,SK Member,Dangay
Gusi,Princess Valerie,Ramil,,,,ROXAS,SK Member,Dangay
SANCHEZ,SHANNA,SARZONA,,,,ROXAS,SK Member,Dangay
Fiedalino,Fiona Grace,Belayro,,,,ROXAS,SK Member,Dangay
DAGUNO,ULYSSES III,MAYOR,,,,ROXAS,SK Member,Dangay
ELPEDES,ABBY,DALISAY,,,,ROXAS,SK Member,Dangay
DAGUNO,GRACELLE JOY,M,,,,ROXAS,Barangay Treasurer,Dangay
GABAYNO,JOEBOY,G,,,,ROXAS,Barangay Secretary,Dangay
MARTIN,CECIL,MORENO,,,,ROXAS,Barangay Tanod,Dangay
MAGLAPIT,RODNIE,BALDON,,,,ROXAS,Barangay Tanod,Dangay
MERANO,MARCIAL,MUSICO,,,,ROXAS,Barangay Tanod,Dangay
VILLERAN,BELMIE,PENTASON,,,,ROXAS,Barangay Tanod,Dangay
SACLOLO,ROWENA,GADON,,,,ROXAS,Barangay Tanod,Dangay
NARIZ,LEVY,LOREMIA,,,,ROXAS,Barangay Tanod,Dangay
DE GUERRA,JOEL,DALISAY,,,,ROXAS,Barangay Tanod,Dangay
DELGADO,MANNY,SALAZAR,,,,ROXAS,Punong Barangay,Happy Valley
BILANO,ROSELIE,SELOSA,,,,ROXAS,Sangguniang Barangay Member,Happy Valley
FAMINIANO,ROLANDO,GALARIO,,,,ROXAS,Sangguniang Barangay Member,Happy Valley
CHAVEZ,BENJAMIN,ESTOQUIA,,,,ROXAS,Sangguniang Barangay Member,Happy Valley
DE CASTRO,NICK,CORNEL,,,,ROXAS,Sangguniang Barangay Member,Happy Valley
CALAHATI,FELIPE,DE CASTRO,,,,ROXAS,Sangguniang Barangay Member,Happy Valley
DELGADO,FLORDELIZA,SELOSA,,,,ROXAS,Sangguniang Barangay Member,Happy Valley
ESGUERRA,DAMASO,ALDAY,,,,ROXAS,Sangguniang Barangay Member,Happy Valley
FADRIQUILAN,DOMENIC,GALIN,,,,ROXAS,SK Chairperson,Happy Valley
FADRIQUILAN,LORENZ,GALIN,,,,ROXAS,SK Member,Happy Valley
SELOSA,ABRAM AIM,BALAGTAS,,,,ROXAS,SK Member,Happy Valley
CABRERA,JORJALISA,DELGADO,,,,ROXAS,SK Member,Happy Valley
CHAVEZ,MERRIABELLE,GREGORIO,,,,ROXAS,SK Member,Happy Valley
TEJOLAN,NICKA,PRESNILLA,,,,ROXAS,SK Member,Happy Valley
CASTILLO,JOHN CLARK,CORNEL,,,,ROXAS,SK Member,Happy Valley
GIAO,RYAN,SONIO,,,,ROXAS,SK Member,Happy Valley
ANDAL,ABEGAIL,MANGLO,,,,ROXAS,Barangay Treasurer,Happy Valley
FAMADULAN,JOY LOVELY,POLINARIO,,,,ROXAS,Barangay Secretary,Happy Valley
GANTE,VICENTE,GALICIA,,,,ROXAS,Punong Barangay,Libertad
BACAY,ARIEL,F,,,,ROXAS,Sangguniang Barangay Member,Libertad
GUARTE,SOLBENIE,M,,,,ROXAS,Sangguniang Barangay Member,Libertad
BAUTISTA,RODERICK,D,,,,ROXAS,Sangguniang Barangay Member,Libertad
ATIENZA,RONALD,D,,,,ROXAS,Sangguniang Barangay Member,Libertad
GADO,CESAR,R,,,,ROXAS,Sangguniang Barangay Member,Libertad
DAVID,RONALD,V,,,,ROXAS,Sangguniang Barangay Member,Libertad
BACUDO,DANILO,A,,,,ROXAS,Sangguniang Barangay Member,Libertad
Dado,Jirah Kate,Galos,,,,ROXAS,SK Chairperson,Libertad
Atienza,Kiana Divine,Navallasca,,,,ROXAS,SK Member,Libertad
Gante,Joseph,,,,,ROXAS,SK Member,Libertad
Gado,Gwen Airish,Cardinez,,,,ROXAS,SK Member,Libertad
Cadangan,Mark Joseph,Galicia,,,,ROXAS,SK Member,Libertad
Moncada,Kian Liander,Fabila,,,,ROXAS,SK Member,Libertad
Magbanua,Roger,Nanit,,,,ROXAS,SK Member,Libertad
Dimatulac,James Ronaldo,Alfaro,,,,ROXAS,SK Member,Libertad
AGUILA,EDUARD,F,,,,ROXAS,Barangay Treasurer,Libertad
MARABI,MA. CHRISTINA,SARZONA,,,,ROXAS,Barangay Secretary,Libertad
AMAR,ROSIELYN,GALOS,,,,ROXAS,Nutrition Scholar,Libertad
BACUDO,MICHAEL,ATIENZA,,,,ROXAS,Barangay Tanod,Libertad
GAPIZA,RUBEN,SALVADOR,,,,ROXAS,Barangay Tanod,Libertad
GANTE,RODANTE,GALICIA,,,,ROXAS,Barangay Tanod,Libertad
CADUCIO,MARY MAY,MAGBANUA,,,,ROXAS,Barangay Tanod,Libertad
MARTIZANO,ROGELIO,GALICIA,,,,ROXAS,Barangay Tanod,Libertad
GUARTE,MC GARPHILL,EVORA,,,,ROXAS,Barangay Tanod,Libertad
ROSALES,MARCIAL,MIASCO,,,,ROXAS,Barangay Tanod,Libertad
DUMALAGUI,JUAQUIN,VILLANUEVA,JR.,,,ROXAS,Barangay Tanod,Libertad
VILLANUEVA,JOEL,FABILA,,,,ROXAS,Barangay Tanod,Libertad
ABUAN,EPIFANIA,CAJILIG,,,,ROXAS,Day Care Worker,Libertad
GALARA,SHYREL,MARTIZANO,,,,ROXAS,Day Care Worker,Libertad
AGUILA,EDISON,MARQUEZ,,,,ROXAS,Lupon Member,Libertad
STO. TOMAS,NAPOLEON,GELLA,,,,ROXAS,Lupon Member,Libertad
MARTIZANO,FELOMINO,GALICIA,,,,ROXAS,Lupon Member,Libertad
MAYOR,JUDYLYN,GADO,,,,ROXAS,Barangay Health Worker,Libertad
GUARTE,JASMIN,OGAYRE,,,,ROXAS,Barangay Health Worker,Libertad
GAPIZA,JENNIFER,AGUILA,,,,ROXAS,Barangay Health Worker,Libertad
DIONISIO,DANILYN,MARTE,,,,ROXAS,Barangay Health Worker,Libertad
SALSONA,ARLYN,GADON,,,,ROXAS,Barangay Health Worker,Libertad
CANIMO,FELIXBERTO,SALAS,JR.,,,ROXAS,Punong Barangay,Libtong
MARANAN,FEDERICO,RAMILO,,,,ROXAS,Sangguniang Barangay Member,Libtong
FABILA,NANCY,AGUIRRE,,,,ROXAS,Sangguniang Barangay Member,Libtong
PANAGSAGAN,ARNEL,CEZAR,,,,ROXAS,Sangguniang Barangay Member,Libtong
PIOJO,NOEMI,FRADEJAS,,,,ROXAS,Sangguniang Barangay Member,Libtong
CAJILIG,PED BRYAN,MAGADA,,,,ROXAS,Sangguniang Barangay Member,Libtong
FADERON,ZALDY,CLAUD,,,,ROXAS,Sangguniang Barangay Member,Libtong
GAGANI,JAMES DAVID,SALIBIO,,,,ROXAS,Sangguniang Barangay Member,Libtong
ANTONICO,APRIL JOY,FERNANDO,,,,ROXAS,SK Chairperson,Libtong
CATIAN,WILBERT,FADERON,,,,ROXAS,SK Member,Libtong
GALARIO,ELOISA MEL,CAJILIG,,,,ROXAS,SK Member,Libtong
PANAGSAGAN,NIEL AJAY,GALINDEZ,,,,ROXAS,SK Member,Libtong
CANJA,ASHLEY,FABILA,,,,ROXAS,SK Member,Libtong
QUIÑONES,CHRISTIAN,RAMILO,,,,ROXAS,SK Member,Libtong
ALLADIN,CHEALEL,FALSARIO,,,,ROXAS,SK Member,Libtong
FETALCORIN,JASSEN,GALOS,,,,ROXAS,SK Member,Libtong
SENA,EBETH,GALARIO,,,,ROXAS,Barangay Treasurer,Libtong
SALVADOR,MICHAEL JAME,FADRIQUELA,,,,ROXAS,Barangay Secretary,Libtong
FAJILAN,MERLYN,SOLEDAD,,,,ROXAS,Punong Barangay,Mabuhay
CORONEL,HERMIE,TALADTAD,,,,ROXAS,Sangguniang Barangay Member,Mabuhay
CALATON,ERIC,MARANAN,,,,ROXAS,Sangguniang Barangay Member,Mabuhay
JAVIER,JERWIN,IBABAO,,,,ROXAS,Sangguniang Barangay Member,Mabuhay
DILOY,ROLANDO,FIDEL,,,,ROXAS,Sangguniang Barangay Member,Mabuhay
SILANGA,VICTOR ALLAN,CASTILLO,,,,ROXAS,Sangguniang Barangay Member,Mabuhay
DE JESUS,MYLEN,BARTOLOME,,,,ROXAS,Sangguniang Barangay Member,Mabuhay
MAAÑO,REY,CEZAR,,,,ROXAS,Sangguniang Barangay Member,Mabuhay
GADON,PRINCES LALYN,MARIANO,,,,ROXAS,SK Chairperson,Mabuhay
CASAMERO,PATRICK,MAAÑO,,,,ROXAS,SK Member,Mabuhay
CABRERA,BEA ANTOINETTE,FETALSANA,,,,ROXAS,SK Member,Mabuhay
LOTA,JERICK,MACALALAD,,,,ROXAS,SK Member,Mabuhay
MANIMTIM,LUCY MAE,FAJILAGUTAN,,,,ROXAS,SK Member,Mabuhay
MARIANO,EZEKIEL,GASANG,,,,ROXAS,SK Member,Mabuhay
PALUMATA,KC,GARCIA,,,,ROXAS,SK Member,Mabuhay
GARCIA,CHRISTIAN MARIE,MAHAM,,,,ROXAS,SK Member,Mabuhay
FANIO,ROBERTO,BULAN,,,,ROXAS,Barangay Treasurer,Mabuhay
CABRERA,ROSIE,FETALSANA,,,,ROXAS,Barangay Secretary,Mabuhay
EUSTAQUIO,JIMMY,FRONDA,,,,ROXAS,Punong Barangay,Maraska
EUSTAQUIO,TIRSO,FRONDA,,,,ROXAS,Sangguniang Barangay Member,Maraska
ORTEGA,MARICEL,SALIBIO,,,,ROXAS,Sangguniang Barangay Member,Maraska
EUSTAQUIO,JOEL,PAMPULA,,,,ROXAS,Sangguniang Barangay Member,Maraska
PEREZ,AMIE,DALUMPINES,,,,ROXAS,Sangguniang Barangay Member,Maraska
CARANDANG,EMELIE,SAYSE,,,,ROXAS,Sangguniang Barangay Member,Maraska
ALICPALA,ALLAN,SELOSA,,,,ROXAS,Sangguniang Barangay Member,Maraska
GARCIA,JAMES REX,L.,,,,ROXAS,SK Chairperson,Maraska
CARANDANG,JEAN LEA,SAYSE,,,,ROXAS,SK Member,Maraska
MANSALAY,JOHN MARC,FRANCISCO,,,,ROXAS,SK Member,Maraska
MANSALAY,MECA,SEMILLANO,,,,ROXAS,SK Member,Maraska
SIM,ARA,MATEO,,,,ROXAS,SK Member,Maraska
LOTA,JODILEEN,ANIGAN,,,,ROXAS,SK Member,Maraska
LAOMOC,MERY LYCA,MANSALAY,,,,ROXAS,SK Member,Maraska
PEREZ,ANGEL GABRIEL,RIVERA,,,,ROXAS,SK Member,Maraska
MATEO,SHERYL,TABURA,,,,ROXAS,Barangay Treasurer,Maraska
RIOS,SARAH JANE,MARIANO,,,,ROXAS,Barangay Secretary,Maraska
NARTATES,EVA,VILLANUEVA,,,,ROXAS,Punong Barangay,Odiong
VILLANUEVA,JULIETA,FIRMALO,,,,ROXAS,Sangguniang Barangay Member,Odiong
REYES,LUIS,FROGOSA,,,,ROXAS,Sangguniang Barangay Member,Odiong
FERREIRA,CAMILLO,GAN,,,,ROXAS,Sangguniang Barangay Member,Odiong
MENDOZA,GERARD,CRUZ,,,,ROXAS,Sangguniang Barangay Member,Odiong
TALADTAD,PEDRO,FIERAN,JR.,,,ROXAS,Sangguniang Barangay Member,Odiong
QUIATCHON,ROMULO,SABADO,,,,ROXAS,Sangguniang Barangay Member,Odiong
REYES,LUIS,FROGOSA,,,,ROXAS,Sangguniang Barangay Member,Odiong
TARAC,ELLA MAY,VICENTE,,,,ROXAS,SK Chairperson,Odiong
AGUILA,RENZ ANDREW,GADO,,,,ROXAS,SK Member,Odiong
MONTOYA,APRIL JOY,GRIEGO,,,,ROXAS,SK Member,Odiong
MAQUINTO,CYRENCE,JAVIER,,,,ROXAS,SK Member,Odiong
FONTAMILLAS,JOHN ERICK,BERNAL,,,,ROXAS,SK Member,Odiong
SERANTES,JERRA MAE,GABAYNO,,,,ROXAS,SK Member,Odiong
GARAO,REABEL,MORTALLIA,,,,ROXAS,SK Member,Odiong
MANIMOG,JHON CHRISTIAN,PAWANG,,,,ROXAS,SK Member,Odiong
PUPA,BERNARDO,AQUINO,,,,ROXAS,Barangay Treasurer,Odiong
GALABAYO,MARLYN,ROSALES,,,,ROXAS,Barangay Secretary,Odiong
DACATIMBAN,RICHEL,MAGDATO,,,,ROXAS,Nutrition Scholar,Odiong
MALONES,CARINA,JOAQUIN,,,,ROXAS,Nutrition Scholar,Odiong
TEOPIZ,CHRISTOPHER,DE JESUS,,,,ROXAS,Barangay Tanod,Odiong
FERREIRA,WALLY,GAN,,,,ROXAS,Barangay Tanod,Odiong
ESPAÑOLA,ROBELITO,AQUINO,,,,ROXAS,Barangay Tanod,Odiong
CASIDSID,LAZARO,SEBUA,,,,ROXAS,Barangay Tanod,Odiong
AQUINO,TONY,GARAO,,,,ROXAS,Barangay Tanod,Odiong
FAINA,LAURA,ROMERO,,,,ROXAS,Barangay Tanod,Odiong
VILLANUEVA,RENE,MUTYA,,,,ROXAS,Barangay Tanod,Odiong
MORTEL,ROMEO,MALUPA,,,,ROXAS,Barangay Tanod,Odiong
GREGORIO,FEDERICO,GADO,JR.,,,ROXAS,Barangay Tanod,Odiong
GAN,ARMAN,SOLEDAD,,,,ROXAS,Barangay Tanod,Odiong
MORTEL,RODEL,GREGORIO,,,,ROXAS,Barangay Tanod,Odiong
MANIMTIM,MARIANIE,FORIO,,,,ROXAS,Day Care Worker,Odiong
ATILANO,SANTIAGO,ROMERO,JR.,,,ROXAS,Lupon Member,Odiong
FORIO,ROSEMARIE,AQUINO,,,,ROXAS,Barangay Health Worker,Odiong
DELOS REYES,RAQUEL,TIBIO,,,,ROXAS,Barangay Health Worker,Odiong
REGAL,MAYLA,YAP,,,,ROXAS,Barangay Health Worker,Odiong
AGUIRRE,CYNTHIA,GALORA,,,,ROXAS,Barangay Health Worker,Odiong
GALIN,RACHELLE,DACANAY,,,,ROXAS,Barangay Health Worker,Odiong
REMEGIO,BETHSABE,TIBIO,,,,ROXAS,Barangay Health Worker,Odiong
DAVID,CRISTINE JOY,MORTEL,,,,ROXAS,Barangay Health Worker,Odiong
PABUAYA,AILYN,GAN,,,,ROXAS,Barangay Health Worker,Odiong
AQUINO,FLORITA,ÑUBOG,,,,ROXAS,Barangay Health Worker,Odiong
PAJILA,MICHAEL ANGELO,DIMAPILIS,,,,ROXAS,Punong Barangay,Paclasan
SALAZAR,LARRY,VILLAMIN,,,,ROXAS,Sangguniang Barangay Member,Paclasan
DELA PEÑA,ARANTE,MORENO,,,,ROXAS,Sangguniang Barangay Member,Paclasan
DE CASTRO,JOSEPH,ALDAY,,,,ROXAS,Sangguniang Barangay Member,Paclasan
CUSI,KIN PATRICK,DALIDA,,,,ROXAS,Sangguniang Barangay Member,Paclasan
LUJARIO,MARIO,LUCAS,,,,ROXAS,Sangguniang Barangay Member,Paclasan
ACOSTA,VIENMAR FRANCIS,DIMATULAC,,,,ROXAS,Sangguniang Barangay Member,Paclasan
GRIEGO,AMBROSIO,CACAL,,,,ROXAS,Sangguniang Barangay Member,Paclasan
CASTILLO,WENDY,MALUBAY,,,,ROXAS,SK Chairperson,Paclasan
CAY,RORENE MAY,RUSTIA,,,,ROXAS,SK Member,Paclasan
BANAY,JOHN JORELL,GUMAYAN,,,,ROXAS,SK Member,Paclasan
BARRACA,WARREN,GAJISAN,,,,ROXAS,SK Member,Paclasan
MALUBAY,RICHTER,ANTOLIN,,,,ROXAS,SK Member,Paclasan
DELA PEÑA,CHALDEA,FLORES,,,,ROXAS,SK Member,Paclasan
LUCAS,CHARLY,TUMANG,,,,ROXAS,SK Member,Paclasan
BORJA,CHRISTIAN JAY,BAUTISTA,,,,ROXAS,SK Member,Paclasan
MALUBAY,DAISYRE,RUGA,,,,ROXAS,Barangay Treasurer,Paclasan
KING,ELSIE,DIONISIO,,,,ROXAS,Barangay Secretary,Paclasan
MALUBAY,STEPHANIE,ANTOLIN,,,,ROXAS,Nutrition Scholar,Paclasan
ANTOLIN,ERIKA JANE,QUIATCHON,,,,ROXAS,Nutrition Scholar,Paclasan
MAÑEJE,RITA,GERONIMO,,,,ROXAS,Nutrition Scholar,Paclasan
CASTILLO,JOHN ALEXANDER,VICA,,,,ROXAS,Barangay Tanod,Paclasan
CASTILLO,ALBERT,MESANO,,,,ROXAS,Barangay Tanod,Paclasan
CARINGAL,CIPRONIO,LIBAO,,,,ROXAS,Barangay Tanod,Paclasan
GAJISAN,MARTIN,FRANCISCO,,,,ROXAS,Barangay Tanod,Paclasan
ASUNCION,JOSEPH,MAYOR,,,,ROXAS,Barangay Tanod,Paclasan
ALMAZAN,RONNIE,MAGRACIA,,,,ROXAS,Barangay Tanod,Paclasan
ANTOLIN,JUANITO,VENANCIO,,,,ROXAS,Barangay Tanod,Paclasan
DIMATULAC,IAN GLENN,NADAL,,,,ROXAS,Barangay Tanod,Paclasan
GALINDEZ,CHRISTOPHER,MAZO,,,,ROXAS,Barangay Tanod,Paclasan
SIQUIJOR,HENRY,FESARIT,,,,ROXAS,Barangay Tanod,Paclasan
BANAWA,LOURDEZ,BANIQUET,,,,ROXAS,Barangay Tanod,Paclasan
HALLAZGO,JONALD,JACINTO,,,,ROXAS,Barangay Tanod,Paclasan
CUNTAPAY,JOSELITO,FETISAN,,,,ROXAS,Barangay Tanod,Paclasan
GALVEZ,ORLY,CABAGAY,,,,ROXAS,Barangay Tanod,Paclasan
BERNARDO,RADNOR,GELINDON,,,,ROXAS,Barangay Tanod,Paclasan
SECIONA,ELENA,ESCAYDE,,,,ROXAS,Day Care Worker,Paclasan
MONTA,JERRY ANN,SANTIAGO,,,,ROXAS,Day Care Worker,Paclasan
CALLANTA,HARRIET,FESARILLO,,,,ROXAS,Lupon Member,Paclasan
GOLEÑA,PETAL,DAHONOS,,,,ROXAS,Barangay Health Worker,Paclasan
GUSI,CHRISTINA,GABRIEL,,,,ROXAS,Barangay Health Worker,Paclasan
CASTILLO,JOCELYN,VISCA,,,,ROXAS,Barangay Health Worker,Paclasan
MARCELO,MARITES,FERMALAN,,,,ROXAS,Barangay Health Worker,Paclasan
MOSCOSO,ALONA,GADO,,,,ROXAS,Barangay Health Worker,Paclasan
SIQUIJOR,ELNIE,FIEDACAN,,,,ROXAS,Barangay Health Worker,Paclasan
FAUSTO,ROSIE,GONZALES,,,,ROXAS,Barangay Health Worker,Paclasan
GABUNA,CRYSTAL,IBABAO,,,,ROXAS,Barangay Health Worker,Paclasan
SALAS,RAICELYN,GACUTE,,,,ROXAS,Barangay Health Worker,Paclasan
GALINDEZ,CHONACEL,ERMINO,,,,ROXAS,Barangay Health Worker,Paclasan
TAMBOONG,CATHERINE,PANGANIBAN,,,,ROXAS,Barangay Health Worker,Paclasan
DELOS SANTOS,HAZIEL,SAMSON,,,,ROXAS,Barangay Health Worker,Paclasan
CATAPANG,HERMIS,SABILE,,,,ROXAS,Punong Barangay,San Aquilino
FALLENA,JULIUS,FABRO,,,,ROXAS,Sangguniang Barangay Member,San Aquilino
CASTILLO,NIEL,MACARAIG,,,,ROXAS,Sangguniang Barangay Member,San Aquilino
FAMISARAN,JENNEFER,GALARAN,,,,ROXAS,Sangguniang Barangay Member,San Aquilino
SAPUNTO,REAGAN,ESCONDO,,,,ROXAS,Sangguniang Barangay Member,San Aquilino
MANAHAN,DEXTER,HERNANDEZ,,,,ROXAS,Sangguniang Barangay Member,San Aquilino
MAGPANTAY,ABNER,JAEN,,,,ROXAS,Sangguniang Barangay Member,San Aquilino
BOO,ARNEL,CARINGAL,,,,ROXAS,Sangguniang Barangay Member,San Aquilino
GACUL,MARVIN,DIMATULAC,,,,ROXAS,SK Chairperson,San Aquilino
MAGALING,ALDWEN,,,,,ROXAS,SK Member,San Aquilino
FALLENA,MAUREEN MAE,FALOGME,,,,ROXAS,SK Member,San Aquilino
DE MORA,LYKA BAE,MIGUEL,,,,ROXAS,SK Member,San Aquilino
GALANG,JHON CARLO,MORALES,,,,ROXAS,SK Member,San Aquilino
DIMATULAC,MARVIN,BASILIO,,,,ROXAS,SK Member,San Aquilino
DATINGUINOO,JOHN LAURENCE,DIMATULAC,,,,ROXAS,SK Member,San Aquilino
MORANTE,KEITH EJNAR,MACASIO,,,,ROXAS,SK Member,San Aquilino
HIPOLITO,JOCELYN,MERCURIO,,,,ROXAS,Barangay Treasurer,San Aquilino
MANAHAN,RHENELYN,DELA CRUZ,,,,ROXAS,Barangay Secretary,San Aquilino
FABELLA,JERRY,FAMERO,,,,ROXAS,Punong Barangay,San Isidro
AGUSTIN,EDWIN,F.,,,,ROXAS,Sangguniang Barangay Member,San Isidro
AMAR,ARNEL,F.,,,,ROXAS,Sangguniang Barangay Member,San Isidro
TOMAS,GERALDINE,F.,,,,ROXAS,Sangguniang Barangay Member,San Isidro
FIEDALINO,RODEL,E.,,,,ROXAS,Sangguniang Barangay Member,San Isidro
VICENTE,SARAH,C.,,,,ROXAS,Sangguniang Barangay Member,San Isidro
JARDELIZA,ISMAEL,A.,JR,,,ROXAS,Sangguniang Barangay Member,San Isidro
,,,,,,ROXAS,Sangguniang Barangay Member,San Isidro
MAMBURAM,RONALD,C.,,,,ROXAS,SK Chairperson,San Isidro
MANOY,ROSAVIL,G,,,,ROXAS,SK Member,San Isidro
PEÑAS,LOREN,TOLEDO,,,,ROXAS,SK Member,San Isidro
FABELLA,RAPHAEL,AMAR,,,,ROXAS,SK Member,San Isidro
